#row  column  size-1  circ-1  MedInt-1
23 15 161 0.921 242
23 16 141 0.949 242
23 17 168 0.906 234
23 18 108 0.846 238
23 19 152 0.924 240
23 20 153 0.931 239
23 21 148 0.924 242
23 22 123 0.936 233
23 23 145 0.939 238
23 24 165 0.978 239
23 25 161 0.921 238
23 26 96 0.973 233
23 27 134 0.927 238
23 28 146 0.946 241
23 29 120 0.941 238
23 30 62 0.928 242
23 31 151 0.918 235
23 32 164 0.938 241
23 33 160 0.948 240
23 34 42 -1.0 240
23 35 147 0.894 236
23 36 155 0.909 240
23 37 121 0.948 239
23 38 138 0.944 240
23 39 152 0.959 239
23 40 69 0.976 236
23 41 132 0.938 238
23 42 129 0.982 233
23 43 136 0.905 237
23 44 158 0.904 238
23 45 177 0.909 237
23 46 151 0.942 234
23 47 188 0.934 234
23 48 207 0.91 237
24 1 183 0.963 242
24 2 168 0.961 239
24 3 129 0.917 240
24 4 133 0.973 241
24 5 101 0.905 238
24 6 144 0.948 243
24 7 126 0.959 243
24 8 129 0.943 243
24 9 132 0.913 244
24 10 146 0.921 244
24 11 140 0.968 242
24 12 121 0.948 243
24 13 154 0.972 245
24 14 141 0.975 240
24 15 113 0.923 240
24 16 142 0.92 238
24 17 142 0.92 239
24 18 137 0.974 238
24 19 122 0.997 239
24 20 136 0.967 237
24 21 107 0.901 239
24 22 148 0.948 241
24 23 136 0.93 239
24 24 151 0.918 232
24 25 147 0.918 240
24 26 163 0.966 239
24 27 151 0.918 240
24 28 141 0.938 238
24 29 142 0.91 237
24 30 160 0.948 235
24 31 82 0.872 235
24 32 142 0.92 238
24 33 166 0.95 234
24 34 138 0.944 237
24 35 145 0.965 238
24 36 119 0.87 236
24 37 132 0.938 240
24 38 159 0.967 241
24 39 166 0.95 238
24 40 158 0.937 238
24 41 117 0.944 237
24 42 159 0.91 238
24 43 149 0.965 241
24 44 170 0.949 235
24 45 32 0.991 221
24 46 176 0.926 233
24 47 171 0.954 232
24 48 180 0.903 235
25 1 182 0.926 232
25 2 154 0.927 241
25 3 154 0.937 240
25 4 112 0.943 237
25 5 141 0.975 241
