#row  column  size-1  circ-1  MedInt-1
2 46 148 0.948 230
2 47 142 0.91 222
2 48 198 0.94 220
3 1 199 0.849 229
3 2 187 0.899 230
3 3 206 0.947 229
3 4 178 0.959 229
3 5 171 0.9 237
3 6 173 0.932 239
3 7 153 0.897 232
3 8 162 0.936 233
3 9 169 0.911 241
3 10 173 0.942 236
3 11 164 0.938 237
3 12 171 0.931 239
3 13 186 0.895 239
3 14 177 0.954 240
3 15 181 0.943 238
3 16 167 0.945 233
3 17 172 0.918 239
3 18 179 0.942 242
3 19 178 0.915 241
3 20 174 0.885 240
3 21 174 0.938 235
3 22 180 0.916 239
3 23 184 0.968 238
3 24 175 0.912 236
3 25 176 0.935 239
3 26 190 0.923 237
3 27 167 0.922 237
3 28 181 0.93 235
3 29 179 0.942 233
3 30 171 0.931 234
3 31 170 0.949 234
3 32 169 0.92 238
3 33 183 0.909 240
3 34 170 0.926 240
3 35 119 0.985 233
3 36 121 0.91 237
3 37 161 0.921 237
3 38 148 0.924 235
3 39 160 0.925 238
3 40 146 0.901 238
3 41 134 0.927 237
3 42 155 0.943 238
3 43 146 0.911 237
3 44 153 0.931 236
3 45 138 0.944 227
3 46 146 0.921 228
3 47 152 0.901 225
3 48 148 0.859 225
4 1 238 0.891 233
4 2 203 0.925 230
4 3 193 0.937 234
4 4 191 0.949 241
4 5 180 0.947 243
4 6 197 0.906 244
4 7 158 0.961 236
4 8 171 0.922 241
4 9 169 0.889 236
4 10 179 0.942 237
4 11 184 0.945 240
4 12 170 0.949 242
4 13 170 0.894 244
4 14 171 0.931 239
4 15 180 0.947 242
4 16 172 0.875 242
4 17 182 0.944 241
4 18 186 0.924 237
4 19 182 0.935 238
4 20 194 0.933 242
4 21 194 0.951 237
4 22 168 0.937 237
4 23 179 0.92 240
4 24 176 0.895 240
4 25 192 0.932 239
4 26 177 0.954 236
4 27 185 0.941 237
4 28 189 0.939 239
4 29 184 0.936 237
4 30 183 0.88 240
4 31 178 0.906 235
4 32 158 0.904 236
4 33 167 0.99 238
4 34 170 0.926 237
4 35 124 0.933 236
4 36 129 0.943 237
4 37 144 0.958 239
4 38 153 0.866 238
4 39 158 0.927 240
4 40 131 0.958 233
4 41 142 0.934 235
4 42 139 0.868 237
4 43 135 0.923 238
4 44 137 0.912 237
4 45 139 0.961 236
4 46 124 0.917 231
4 47 163 0.932 230
4 48 173 0.889 232
5 1 256 0.895 238
5 2 208 0.927 234
5 3 193 0.937 242
5 4 186 0.933 240
5 5 172 0.905 239
5 6 174 0.947 240
5 7 130 0.899 237
5 8 124 0.917 238
5 9 180 0.947 244
5 10 175 0.921 244
5 11 140 0.932 238
5 12 138 0.918 237
5 13 192 0.903 241
5 14 177 0.931 243
5 15 155 0.943 240
5 16 156 0.915 241
5 17 107 0.901 234
5 18 113 0.826 226
5 19 152 0.892 237
5 20 141 0.964 238
5 21 144 0.933 236
5 22 121 0.932 232
5 23 174 0.894 240
5 24 179 0.911 241
5 25 132 0.977 232
5 26 136 0.951 231
5 27 180 0.916 239
5 28 188 0.884 237
5 29 25 -1.0 214
5 30 20 -1.0 199
5 31 151 0.968 234
5 32 144 0.933 233
5 33 112 0.943 233
5 34 119 0.961 235
5 35 145 0.905 237
5 36 140 0.957 237
5 37 112 0.915 235
5 38 120 0.903 234
5 39 117 0.944 236
5 40 100 0.937 236
5 41 149 0.93 238
5 42 149 0.93 237
5 43 148 0.924 239
5 44 158 0.904 240
5 45 158 0.927 234
5 46 148 0.924 236
5 47 170 0.845 234
5 48 178 0.937 232
6 1 263 0.909 236
6 2 201 0.924 239
6 3 184 0.927 242
6 4 185 0.973 244
6 5 187 0.929 244
6 6 173 0.952 239
6 7 129 0.982 239
6 8 137 0.974 238
6 9 182 0.981 242
6 10 172 0.905 244
6 11 152 0.949 237
6 12 147 0.942 233
6 13 172 0.95 242
6 14 177 0.964 240
6 15 165 0.944 239
6 16 155 0.909 241
6 17 110 0.967 232
6 18 125 0.952 235
6 19 145 0.939 240
6 20 144 0.958 236
6 21 142 0.982 236
6 22 140 0.932 235
6 23 173 0.91 239
6 24 179 0.965 238
6 25 135 0.908 227
6 26 137 0.937 233
6 27 177 0.931 241
6 28 196 0.922 240
6 29 28 0.92 210
6 30 22 0.988 209
6 31 150 0.903 233
6 32 146 0.911 233
6 33 114 0.932 234
6 34 111 0.935 234
6 35 148 0.868 233
6 36 140 0.968 239
6 37 106 0.932 235
6 38 112 0.878 234
6 39 105 0.965 237
6 40 95 0.932 237
6 41 160 0.939 242
6 42 156 0.949 242
6 43 123 0.874 235
6 44 155 0.943 239
6 45 146 0.936 237
6 46 143 0.902 234
6 47 174 0.938 238
6 48 201 0.904 233
7 1 267 0.934 239
7 2 218 0.93 244
7 3 194 0.942 240
7 4 176 0.917 239
7 5 178 0.937 243
7 6 170 0.949 242
7 7 104 0.85 237
7 8 115 0.928 242
7 9 177 0.918 243
7 10 174 0.938 239
7 11 149 0.906 241
7 12 172 0.896 241
7 13 159 0.9 242
7 14 161 0.969 244
7 15 184 0.923 244
7 16 169 0.88 242
7 17 171 0.9 246
7 18 168 0.915 245
7 19 169 0.911 243
7 20 179 0.92 244
7 21 171 0.922 240
7 22 178 0.937 242
7 23 178 0.937 240
7 24 176 0.917 242
7 25 181 0.952 242
7 26 189 0.918 238
7 27 189 0.869 240
7 28 184 0.968 239
7 29 210 0.935 243
7 30 198 0.94 240
7 31 97 0.938 233
7 32 85 0.968 233
7 33 172 0.927 242
7 34 176 0.926 238
7 35 179 0.911 243
7 36 172 0.96 243
7 37 175 0.943 243
7 38 163 0.942 239
7 39 108 0.95 238
7 40 110 0.926 237
7 41 166 0.895 242
7 42 152 0.934 241
7 43 136 0.895 240
7 44 162 0.927 240
7 45 173 0.956 242
7 46 158 0.927 239
7 47 158 0.882 237
7 48 182 0.892 234
8 1 264 0.923 236
8 2 214 0.962 239
8 3 197 0.926 241
8 4 187 0.951 241
8 5 174 0.938 244
8 6 172 0.96 243
8 7 89 0.861 232
8 8 100 0.88 238
8 9 181 0.952 240
8 10 178 0.959 244
8 11 158 0.904 239
8 12 152 0.924 234
8 13 159 0.967 240
8 14 152 0.934 242
8 15 176 0.926 242
8 16 175 0.921 245
8 17 157 0.955 241
8 18 164 0.884 239
8 19 171 0.9 243
8 20 179 0.911 239
8 21 177 0.954 243
8 22 170 0.949 237
8 23 167 0.955 239
8 24 169 0.911 239
8 25 180 0.947 232
8 26 183 0.94 239
8 27 182 0.958 240
8 28 183 0.918 240
8 29 183 0.963 238
8 30 182 0.905 241
8 31 90 0.99 230
8 32 108 0.938 238
8 33 181 0.891 241
8 34 170 0.916 238
8 35 172 0.95 241
8 36 178 0.927 240
8 37 164 0.938 238
8 38 174 0.894 242
8 39 108 0.98 238
8 40 103 0.935 235
8 41 162 0.904 240
8 42 159 0.933 239
8 43 139 0.925 241
8 44 147 0.928 241
8 45 137 0.912 240
8 46 147 0.862 232
8 47 179 0.929 239
8 48 208 0.915 240
9 1 274 0.932 242
9 2 223 0.903 242
9 3 188 0.925 241
9 4 171 0.954 240
9 5 181 0.952 246
9 6 176 0.926 244
9 7 169 0.933 237
9 8 173 0.932 243
9 9 166 0.926 243
9 10 176 0.917 239
9 11 173 0.932 243
9 12 192 0.924 244
9 13 161 0.944 240
9 14 163 0.9 242
9 15 142 0.956 239
9 16 148 0.924 237
9 17 162 0.927 243
9 18 168 0.928 241
9 19 186 0.933 239
9 20 163 0.956 240
9 21 166 0.926 241
9 22 164 0.925 239
9 23 165 0.944 241
9 24 176 0.917 239
9 25 194 0.964 239
9 26 178 0.885 239
9 27 154 0.961 234
9 28 151 0.918 233
9 29 188 0.925 238
9 30 179 0.911 240
9 31 180 0.97 238
9 32 178 0.927 239
9 33 176 0.949 241
9 34 169 0.911 240
9 35 174 0.916 239
9 36 175 0.899 242
9 37 123 0.964 235
9 38 122 0.94 237
9 39 173 0.956 238
9 40 170 0.916 242
9 41 151 0.942 237
9 42 122 0.844 237
9 43 180 0.916 238
9 44 156 0.949 239
9 45 132 0.938 238
9 46 120 0.867 235
9 47 196 0.873 240
9 48 225 0.885 238
10 1 266 0.905 242
10 2 212 0.904 241
10 3 178 0.937 234
10 4 172 0.936 239
10 5 173 0.91 245
10 6 165 0.921 244
10 7 175 0.934 246
10 8 173 0.91 241
10 9 166 0.94 240
10 10 168 0.915 242
10 11 160 0.948 240
10 12 167 0.955 243
10 13 167 0.955 244
10 14 157 0.931 244
10 15 141 0.949 237
10 16 137 0.922 237
10 17 162 0.917 242
10 18 158 0.913 237
10 19 169 0.92 238
10 20 170 0.949 240
10 21 191 0.928 239
10 22 165 0.978 240
10 23 175 0.93 241
10 24 176 0.949 239
10 25 176 0.949 240
10 26 176 0.949 240
10 27 152 0.959 236
10 28 144 0.933 234
10 29 179 0.942 235
10 30 182 0.905 234
10 31 172 0.96 237
10 32 174 0.947 236
10 33 167 0.932 237
10 34 166 0.926 241
10 35 169 0.92 237
10 36 167 0.922 237
10 37 121 0.921 228
10 38 121 0.989 239
10 39 166 0.904 240
10 40 159 0.943 242
10 41 150 0.922 239
10 42 155 0.943 240
10 43 153 0.931 239
10 44 153 0.907 239
10 45 126 0.948 233
10 46 135 0.96 238
10 47 198 0.94 238
10 48 219 0.946 238
11 1 268 0.919 241
11 2 206 0.89 241
11 3 197 0.948 240
11 4 177 0.931 243
11 5 174 0.916 240
11 6 170 0.949 242
11 7 175 0.943 241
11 8 173 0.942 242
11 9 157 0.941 243
11 10 185 0.898 238
11 11 144 0.958 237
11 12 146 0.888 239
11 13 141 0.938 241
11 14 146 0.946 242
11 15 117 0.917 238
11 16 122 0.956 234
11 17 174 0.916 244
11 18 171 0.954 240
11 19 168 0.915 244
11 20 150 0.903 242
11 21 178 0.959 243
11 22 170 0.926 240
11 23 175 0.912 239
11 24 175 0.943 242
11 25 126 0.988 235
11 26 139 0.901 233
11 27 141 0.938 236
11 28 138 0.954 234
11 29 178 0.927 239
11 30 182 0.958 236
11 31 166 0.95 236
11 32 159 0.943 241
11 33 168 0.915 237
11 34 174 0.916 237
11 35 158 0.927 236
11 36 147 0.918 236
11 37 157 0.898 241
11 38 161 0.944 232
11 39 153 0.931 241
11 40 158 0.904 239
11 41 135 0.96 235
11 42 144 0.933 236
11 43 131 0.872 238
11 44 149 0.906 243
11 45 161 0.912 241
11 46 172 0.927 240
11 47 186 0.903 239
11 48 215 0.929 237
12 1 302 0.928 243
12 2 219 0.934 235
12 3 203 0.933 244
12 4 189 0.93 244
12 5 180 0.947 246
12 6 167 0.932 241
12 7 170 0.926 242
12 8 168 0.906 246
12 9 165 0.944 243
12 10 168 0.928 244
12 11 150 0.961 245
12 12 139 0.925 236
12 13 143 0.893 242
12 14 131 0.958 241
12 15 116 0.936 240
12 16 121 0.937 240
12 17 164 0.938 245
12 18 172 0.936 245
12 19 160 0.893 243
12 20 173 0.932 245
12 21 184 0.894 242
12 22 174 0.885 243
12 23 172 0.927 241
12 24 176 0.949 243
12 25 132 0.913 235
12 26 129 0.882 235
12 27 137 0.937 234
12 28 135 0.96 235
12 29 184 0.936 237
12 30 176 0.949 236
12 31 164 0.938 238
12 32 168 0.928 236
12 33 181 0.921 238
12 34 166 0.926 232
12 35 172 0.927 241
12 36 164 0.938 241
12 37 161 0.944 239
12 38 157 0.889 239
12 39 148 0.934 238
12 40 149 0.92 241
12 41 140 0.897 238
12 42 146 0.879 240
12 43 146 0.936 242
12 44 149 0.906 242
12 45 159 0.943 240
12 46 161 0.889 240
12 47 187 0.92 237
12 48 201 0.832 238
13 1 254 0.841 238
13 2 224 0.927 237
13 3 147 0.928 233
13 4 130 0.924 237
13 5 185 0.911 246
13 6 173 0.91 243
13 7 168 0.928 243
13 8 163 0.956 244
13 9 181 0.921 246
13 10 166 0.94 242
13 11 155 0.953 234
13 12 164 0.938 240
13 13 164 0.938 243
13 14 164 0.938 242
13 15 135 0.843 239
13 16 145 0.929 240
13 17 114 0.972 239
13 18 124 0.933 239
13 19 163 0.932 244
13 20 159 0.91 241
13 21 83 0.913 231
13 22 90 0.912 235
13 23 180 0.947 243
13 24 167 0.922 243
13 25 182 0.935 241
13 26 177 0.922 240
13 27 181 0.921 241
13 28 178 0.959 234
13 29 171 0.944 238
13 30 164 0.915 235
13 31 177 0.941 237
13 32 184 0.945 235
13 33 161 0.868 232
13 34 145 0.954 232
13 35 155 0.967 237
13 36 154 0.937 237
13 37 139 0.901 232
13 38 134 0.892 234
13 39 163 0.932 238
13 40 148 0.914 240
13 41 154 0.937 239
13 42 129 0.907 239
13 43 112 0.932 234
13 44 126 0.932 238
13 45 127 0.94 236
13 46 161 0.921 241
13 47 196 0.901 235
13 48 240 0.925 241
14 1 264 0.898 240
14 2 203 0.885 237
14 3 139 0.915 233
14 4 134 0.927 238
14 5 176 0.895 240
14 6 170 0.926 246
14 7 172 0.96 241
14 8 165 0.889 241
14 9 162 0.904 241
14 10 168 0.928 241
14 11 150 0.946 238
14 12 156 0.925 242
14 13 161 0.954 244
14 14 165 0.944 242
14 15 130 0.914 237
14 16 138 0.918 239
14 17 107 0.971 236
14 18 114 0.96 238
14 19 155 0.909 243
14 20 168 0.937 244
14 21 98 0.948 238
14 22 97 0.951 239
14 23 172 0.896 243
14 24 173 0.919 238
14 25 180 0.957 238
14 26 177 0.901 240
14 27 179 0.911 240
14 28 167 0.965 237
14 29 169 0.943 231
14 30 167 0.955 231
14 31 180 0.947 235
14 32 182 0.926 230
14 33 144 0.969 224
14 34 150 0.961 228
14 35 161 0.944 238
14 36 143 0.952 236
14 37 139 0.961 234
14 38 129 0.882 236
14 39 143 0.926 238
14 40 146 0.946 238
14 41 155 0.919 241
14 42 119 0.944 233
14 43 131 0.947 237
14 44 111 0.935 237
14 45 150 0.936 238
14 46 154 0.961 240
14 47 168 0.875 236
14 48 225 0.911 237
15 1 262 0.935 239
15 2 215 0.889 241
15 3 198 0.902 243
15 4 187 0.92 241
15 5 182 0.935 245
15 6 167 0.955 236
15 7 158 0.937 242
15 8 151 0.918 244
15 9 156 0.902 245
15 10 163 0.91 239
15 11 162 0.96 244
15 12 166 0.95 246
15 13 165 0.898 244
15 14 156 0.892 240
15 15 174 0.938 245
15 16 178 0.915 245
15 17 162 0.927 243
15 18 144 0.923 243
15 19 176 0.949 241
15 20 163 0.932 239
15 21 155 0.943 243
15 22 162 0.936 242
15 23 142 0.91 232
15 24 129 0.928 234
15 25 33 0.965 221
15 26 42 0.888 219
15 27 170 0.926 239
15 28 163 0.956 238
15 29 170 0.939 234
15 30 171 0.922 235
15 31 171 0.922 236
15 32 182 0.926 236
15 33 175 0.921 238
15 34 175 0.943 237
15 35 167 0.922 236
15 36 160 0.973 238
15 37 148 0.948 237
15 38 139 0.901 239
15 39 139 0.961 237
15 40 143 0.952 235
15 41 145 0.915 240
15 42 130 0.924 238
15 43 150 0.903 239
15 44 140 0.957 239
15 45 149 0.94 239
15 46 156 0.892 236
15 47 154 0.859 235
15 48 237 0.932 238
16 1 267 0.916 239
16 2 214 0.945 239
16 3 189 0.939 242
16 4 184 0.945 241
16 5 172 0.96 243
16 6 187 0.908 241
16 7 149 0.93 242
16 8 154 0.937 243
16 9 177 0.922 246
16 10 153 0.931 242
16 11 173 0.919 244
16 12 171 0.891 244
16 13 163 0.887 244
16 14 173 0.932 244
16 15 172 0.96 240
16 16 173 0.932 243
16 17 176 0.935 246
16 18 156 0.915 241
16 19 165 0.954 238
16 20 163 0.932 240
16 21 158 0.951 243
16 22 165 0.921 242
16 23 134 0.937 235
16 24 141 0.913 231
16 25 42 0.951 211
16 26 47 0.887 223
16 27 165 0.944 238
16 28 160 0.915 232
16 29 170 0.949 239
16 30 170 0.939 236
16 31 165 0.944 236
16 32 175 0.943 237
16 33 180 0.947 238
16 34 172 0.905 236
16 35 165 0.944 236
16 36 161 0.944 240
16 37 151 0.918 238
16 38 141 0.938 235
16 39 156 0.925 242
16 40 127 0.903 238
16 41 142 0.945 236
16 42 134 0.937 239
16 43 146 0.911 237
16 44 141 0.938 238
16 45 135 0.923 239
16 46 157 0.931 236
16 47 147 0.862 234
16 48 190 0.846 236
17 1 266 0.905 240
17 2 211 0.94 239
17 3 193 0.959 240
17 4 174 0.916 242
17 5 175 0.943 246
17 6 175 0.943 245
17 7 176 0.917 241
17 8 179 0.942 241
17 9 94 0.922 234
17 10 97 0.938 236
17 11 155 0.943 242
17 12 169 0.943 242
17 13 137 0.922 239
17 14 140 0.932 242
17 15 169 0.911 244
17 16 169 0.943 245
17 17 66 0.949 231
17 18 67 0.898 230
17 19 159 0.957 245
17 20 164 0.938 239
17 21 78 0.969 236
17 22 76 0.911 233
17 23 176 0.949 240
17 24 146 0.946 242
17 25 156 0.925 243
17 26 156 0.949 238
17 27 160 0.948 234
17 28 156 0.949 234
17 29 175 0.943 236
17 30 167 0.965 237
17 31 166 0.95 234
17 32 174 0.971 233
17 33 85 0.935 227
17 34 46 0.972 220
17 35 161 0.912 237
17 36 162 0.95 237
17 37 160 0.973 238
17 38 152 0.924 237
17 39 150 0.946 238
17 40 151 0.918 240
17 41 133 0.909 232
17 42 142 0.945 236
17 43 146 0.972 237
17 44 144 0.909 238
17 45 138 0.908 236
17 46 156 0.974 238
17 47 187 0.92 238
17 48 230 0.905 240
18 1 260 0.885 240
18 2 210 0.927 238
18 3 197 0.926 242
18 4 183 0.909 240
18 5 174 0.916 240
18 6 178 0.959 247
18 7 182 0.958 244
18 8 172 0.927 244
18 9 90 0.943 235
18 10 83 0.995 235
18 11 164 0.948 245
18 12 159 0.933 240
18 13 143 0.926 242
18 14 156 0.939 241
18 15 169 0.92 239
18 16 162 0.95 244
18 17 95 0.89 237
18 18 79 0.919 234
18 19 144 0.909 244
18 20 154 0.937 242
18 21 102 0.848 231
18 22 75 0.899 236
18 23 144 0.943 242
18 24 175 0.912 243
18 25 132 0.949 239
18 26 139 0.95 238
18 27 153 0.921 233
18 28 160 0.973 239
18 29 165 0.944 237
18 30 165 0.954 237
18 31 176 0.895 237
18 32 176 0.895 236
18 33 52 0.898 220
18 34 94 0.869 228
18 35 172 0.927 235
18 36 163 0.879 236
18 37 158 0.937 237
18 38 147 0.894 233
18 39 142 0.945 237
18 40 140 0.897 235
18 41 144 0.933 235
18 42 139 0.925 236
18 43 136 0.905 238
18 44 141 0.975 237
18 45 145 0.939 237
18 46 161 0.898 236
18 47 203 0.904 240
18 48 167 0.768 231
19 1 273 0.911 242
19 2 220 0.883 242
19 3 167 0.955 239
19 4 147 0.952 240
19 5 175 0.921 246
19 6 185 0.919 245
19 7 55 0.91 230
19 8 36 0.974 223
19 9 143 0.916 235
19 10 137 0.974 239
19 11 175 0.899 239
19 12 169 0.889 242
19 13 161 0.931 239
19 14 162 0.936 240
19 15 133 0.92 239
19 16 121 0.937 239
19 17 161 0.921 243
19 18 140 0.897 239
19 19 171 0.922 243
19 20 156 0.915 240
19 21 150 0.946 243
19 22 134 0.953 241
19 23 123 0.91 239
19 24 173 0.91 242
19 25 179 0.942 241
19 26 148 0.9 236
19 27 161 0.944 238
19 28 167 0.9 234
19 29 161 0.979 232
19 30 168 0.937 236
19 31 132 0.938 233
19 32 126 0.896 230
19 33 182 0.958 234
19 34 168 0.937 238
19 35 142 0.956 230
19 36 144 0.948 235
19 37 98 0.98 229
19 38 92 0.932 230
19 39 158 0.927 237
19 40 153 0.965 236
19 41 155 0.943 236
19 42 143 0.952 235
19 43 108 0.91 230
19 44 146 0.911 235
19 45 160 0.915 240
19 46 166 0.895 235
19 47 178 0.885 235
19 48 191 0.919 238
20 1 245 0.891 241
20 2 193 0.879 239
20 3 160 0.925 236
20 4 153 0.965 235
20 5 174 0.938 240
20 6 181 0.952 242
20 7 43 0.827 224
20 8 43 0.927 218
20 9 138 0.918 240
20 10 128 0.91 232
20 11 171 0.931 243
20 12 165 0.889 244
20 13 162 0.917 245
20 14 154 0.937 241
20 15 124 0.848 236
20 16 124 0.933 242
20 17 147 0.928 241
20 18 153 0.931 238
20 19 115 0.94 236
20 20 165 0.978 244
20 21 132 0.878 242
20 22 144 0.889 241
20 23 130 0.951 240
20 24 145 0.939 240
20 25 165 0.978 239
20 26 160 0.915 237
20 27 173 0.872 239
20 28 156 0.925 242
20 29 166 0.974 238
20 30 170 0.916 233
20 31 130 0.924 229
20 32 121 0.921 228
20 33 168 0.961 237
20 34 164 0.938 236
20 35 145 0.95 231
20 36 143 0.952 233
20 37 97 0.951 228
20 38 97 0.921 229
20 39 160 0.948 238
20 40 154 0.903 237
20 41 156 0.949 235
20 42 149 0.906 241
20 43 141 0.88 238
20 44 142 0.906 237
20 45 175 0.943 238
20 46 157 0.921 235
20 47 185 0.881 235
20 48 218 0.921 236
21 1 222 0.848 234
21 2 218 0.93 241
21 3 129 0.805 233
21 4 184 0.865 246
21 5 58 0.905 227
21 6 53 0.957 228
21 7 180 0.938 246
21 8 187 0.951 243
21 9 173 0.932 240
21 10 161 0.921 244
21 11 145 0.939 240
21 12 150 0.889 241
21 13 155 0.887 242
21 14 162 0.96 240
21 15 176 0.926 241
21 16 156 0.949 240
21 17 161 0.921 242
21 18 158 0.937 244
21 19 54 0.993 232
21 20 56 0.927 234
21 21 114 0.96 234
21 22 125 0.903 236
21 23 148 0.891 241
21 24 147 0.928 239
21 25 174 0.938 242
21 26 162 0.895 234
21 27 157 0.889 237
21 28 157 0.898 235
21 29 147 0.952 235
21 30 147 0.904 233
21 31 134 0.927 228
21 32 149 0.93 231
21 33 164 0.928 234
21 34 166 0.926 235
21 35 148 0.934 233
21 36 142 0.92 236
21 37 133 0.909 230
21 38 130 0.951 233
21 39 97 0.97 228
21 40 107 0.971 229
21 41 142 0.945 236
21 42 143 0.962 229
21 43 117 0.917 231
21 44 105 0.941 229
21 45 149 0.883 234
21 46 134 0.882 230
21 47 176 0.949 232
21 48 217 0.89 234
22 1 234 0.835 236
22 2 205 0.905 240
22 3 184 0.914 240
22 4 184 0.914 245
22 5 59 0.905 227
22 6 49 0.885 224
22 7 171 0.922 242
22 8 162 0.927 244
22 9 161 0.898 242
22 10 165 0.889 242
22 11 157 0.921 239
22 12 143 0.87 241
22 13 165 0.921 241
22 14 168 0.915 238
22 15 144 0.933 235
22 16 158 0.937 237
22 17 153 0.955 243
22 18 143 0.916 240
22 19 61 0.951 232
22 20 61 0.968 233
22 21 124 0.917 238
22 22 129 0.943 235
22 23 157 0.898 243
22 24 149 0.906 243
22 25 166 0.974 241
22 26 174 0.938 238
22 27 155 0.933 236
22 28 157 0.931 238
22 29 143 0.926 233
22 30 150 0.936 233
22 31 140 0.932 231
22 32 137 0.937 230
22 33 167 0.955 237
22 34 160 0.939 231
22 35 146 0.921 237
22 36 131 0.931 230
22 37 142 0.945 232
22 38 134 0.916 230
22 39 103 0.965 227
22 40 105 0.912 227
22 41 145 0.954 234
22 42 129 0.858 230
22 43 125 0.94 230
22 44 120 0.941 229
22 45 144 0.923 236
22 46 145 0.929 230
22 47 172 0.936 231
22 48 209 0.883 233
23 1 250 0.917 241
23 2 186 0.839 239
23 3 182 0.926 242
23 4 187 0.929 244
23 5 169 0.967 243
23 6 182 0.935 247
23 7 156 0.959 240
23 8 166 0.926 245
23 9 157 0.945 245
23 10 148 0.985 244
23 11 182 0.926 243
23 12 150 0.912 241
23 13 139 0.95 239
23 14 139 0.961 240
23 15 150 0.912 242
23 16 141 0.949 240
23 17 151 0.928 244
23 18 137 0.922 238
23 19 139 0.935 239
23 20 147 0.942 244
23 21 130 0.865 239
23 22 156 0.915 238
23 23 140 0.968 238
23 24 129 0.943 238
23 25 0 0.0 0
23 26 0 0.0 0
23 27 147 0.885 238
23 28 138 0.954 233
23 29 130 0.924 235
23 30 127 0.967 234
23 31 141 0.913 230
23 32 132 0.938 232
23 33 165 0.954 235
23 34 154 0.913 235
23 35 160 0.939 235
23 36 153 0.931 228
23 37 154 0.937 235
23 38 151 0.918 231
23 39 155 0.943 234
23 40 147 0.942 234
23 41 150 0.936 233
23 42 146 0.936 233
23 43 114 0.883 228
23 44 108 0.938 226
23 45 165 0.911 234
23 46 146 0.921 229
23 47 189 0.939 233
23 48 229 0.928 235
24 1 215 0.798 237
24 2 199 0.915 241
24 3 182 0.905 242
24 4 177 0.909 242
24 5 156 0.939 242
24 6 161 0.944 241
24 7 153 0.965 242
24 8 167 0.909 243
24 9 157 0.945 242
24 10 141 0.949 241
24 11 145 0.929 241
24 12 149 0.852 242
24 13 136 0.93 236
24 14 143 0.952 238
24 15 145 0.939 239
24 16 148 0.924 235
24 17 150 0.936 241
24 18 126 0.988 236
24 19 146 0.946 240
24 20 146 0.901 241
24 21 142 0.92 235
24 22 172 0.96 239
24 23 136 0.905 240
24 24 159 0.933 240
24 25 44 0.996 229
24 26 59 -1.0 230
24 27 144 0.876 234
24 28 136 0.941 232
24 29 133 0.946 232
24 30 131 0.931 231
24 31 142 0.982 230
24 32 142 0.92 229
24 33 156 0.892 236
24 34 160 0.939 233
24 35 157 0.931 233
24 36 152 0.915 234
24 37 151 0.953 231
24 38 156 0.915 232
24 39 144 0.933 230
24 40 152 0.949 228
24 41 142 0.956 233
24 42 148 0.948 237
24 43 111 0.923 228
24 44 104 0.956 222
24 45 144 0.933 233
24 46 173 0.923 231
24 47 170 0.926 228
24 48 222 0.899 234
25 1 231 0.89 239
25 2 202 0.95 239
25 3 137 0.974 237
25 4 130 0.924 237
25 5 153 0.897 241
25 6 168 0.928 243
25 7 77 0.993 229
25 8 88 0.892 230
25 9 136 0.941 240
25 10 153 0.866 243
