row	col	colonysize	plateid	query	array	ncolonysize	score	kvp
1	1	325	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	NA	NA	{status=BG}
1	2	235	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	NA	NA	{status=BG}
1	3	233	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	753.808008391523	0.476116093877665	NA
1	4	228	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	761.797320697068	0.491764412020438	NA
1	5	217	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	723.878320987883	0.417494118356593	NA
1	6	214	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	691.828984754462	0.354720478966235	NA
1	7	200	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	623.287308021418	0.220470881186304	NA
1	8	200	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	593.453070596291	0.162035859382069	NA
1	9	204	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	594.409284049921	0.163908753038311	NA
1	10	197	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	575.043942719103	0.125978702178029	NA
1	11	194	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	573.95269785489	0.123841328377406	NA
1	12	165	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	481.600062331993	-0.0570457576090442	NA
1	13	171	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	496.426729480683	-0.0280054102466484	NA
1	14	171	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	496.489949387537	-0.0278815841678109	NA
1	15	163	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	477.184521106644	-0.0656942859459351	NA
1	16	157	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	457.175592663457	-0.104884902860189	NA
1	17	156	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	451.363429589332	-0.116268933600664	NA
1	18	170	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	493.844230000204	-0.0330636395320457	NA
1	19	161	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	466.81520711823	-0.0860042097550686	NA
1	20	168	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	488.857139878485	-0.0428316358059124	NA
1	21	169	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	492.909903430164	-0.0348936643023984	NA
1	22	164	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	478.886160752721	-0.0623613584638432	NA
1	23	162	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	471.761424142285	-0.0763162698379019	NA
1	24	156	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	444.204011830591	-0.130291773429822	NA
1	25	176	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	499.013178224065	-0.0229394457119636	NA
1	26	157	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	437.455588079001	-0.143509617192649	NA
1	27	165	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	467.221367628549	-0.0852086808485211	NA
1	28	172	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	493.82480923479	-0.0331016781396443	NA
1	29	162	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	473.083856877507	-0.0737260784207007	NA
1	30	162	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	485.871912689853	-0.0486786703177255	NA
1	31	171	cln1cln2M_Y13095_1_mini.jpeg.dat	Y13095	YOR202W_DMA1	526.664778100587	0.031220538962075	NA
