row	col	colonysize	plateid	query	array	ncolonysize	score	kvp
1	1	280	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	NA	NA	{status=BG}
1	2	243	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	NA	NA	{status=BG}
1	3	232	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	765.61464936857	0.499600720563521	NA
1	4	221	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	750.706689872778	0.470401149420484	NA
1	5	208	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	701.963158380488	0.374929316674109	NA
1	6	211	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	681.29228196769	0.334442171094272	NA
1	7	176	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	544.558302786266	0.0666272797333494	NA
1	8	195	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	579.120427766085	0.134322609029597	NA
1	9	204	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	607.888003877017	0.190668407762215	NA
1	10	189	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	571.854318844059	0.120090797864451	NA
1	11	181	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	557.700347529494	0.0923680305418804	NA
1	12	154	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	470.812203076063	-0.0778159947213095	NA
1	13	170	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	517.039901496887	0.0127281853322205	NA
1	14	152	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	455.556906724078	-0.107695879440854	NA
1	15	171	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	517.836133563124	0.0142877304108764	NA
1	16	177	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	541.553116765225	0.0607411527255446	NA
1	17	127	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	383.451124086061	-0.248926336268796	NA
1	18	186	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	572.412770857254	0.121184613506617	NA
1	19	162	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	490.971715549492	-0.0383304354237402	NA
1	20	156	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	469.22088813011	-0.0809328340170177	NA
1	21	152	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	453.777713906929	-0.111180706942309	NA
1	22	166	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	498.261352371497	-0.0240525411853567	NA
1	23	154	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	459.863469498173	-0.0992608024513008	NA
1	24	157	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	465.209826939754	-0.0887891249212116	NA
1	25	164	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	477.002008171354	-0.0656922929972407	NA
1	26	157	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	451.157696732294	-0.116312420501654	NA
1	27	163	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	472.206776386497	-0.0750845047005793	NA
1	28	164	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	478.481554256309	-0.062794370502935	NA
1	29	162	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	478.680206899493	-0.0624052782204504	NA
1	30	153	cln1cln2M_Y13073_1_mini.jpeg.dat	Y13073	YOR202W_DMA1	460.121121642185	-0.0987561504154955	NA
