# Image analyzed by HT colony grid analyzer 1.1.7 on 03-23-2013 21:44:00
1 1 2570 0.762 151
1 2 2862 0.806 151
1 3 2472 0.784 156
1 4 2632 0.807 161
1 5 2792 0.83 164
1 6 2649 0.837 164
1 7 2422 0.815 165
1 8 2678 0.831 160
1 9 2463 0.829 162
1 10 2605 0.813 161
1 11 2297 0.81 161
1 12 2071 0.801 162
1 13 1946 0.767 158
1 14 1830 0.782 160
1 15 1921 0.792 157
1 16 1477 0.73 151
1 17 1993 0.759 159
1 18 1852 0.751 151
1 19 1765 0.742 150
1 20 1668 0.725 150
1 21 1732 0.717 149
1 22 1517 0.671 148
1 23 0 0.0 0
1 24 1517 0.697 149
1 25 0 0.0 0
1 26 1608 0.714 149
1 27 1699 0.729 149
1 28 1745 0.729 150
1 29 1771 0.74 150
1 30 1990 0.751 149
1 31 2308 0.781 153
1 32 2359 0.777 152
1 33 2470 0.768 153
1 34 2437 0.784 155
1 35 2510 0.788 156
1 36 2769 0.808 156
1 37 2564 0.81 159
1 38 2745 0.812 159
1 39 2546 0.814 162
1 40 2481 0.812 160
1 41 2661 0.827 166
1 42 2717 0.83 161
1 43 2833 0.839 156
1 44 3042 0.856 158
1 45 2651 0.826 160
1 46 2633 0.832 156
1 47 3081 0.81 153
1 48 2454 0.803 132
2 1 2810 0.815 151
2 2 2630 0.822 154
2 3 2644 0.854 157
2 4 2548 0.85 157
2 5 2558 0.841 162
2 6 2432 0.853 161
2 7 2366 0.823 160
2 8 2522 0.822 162
2 9 2367 0.835 162
2 10 2268 0.81 161
2 11 2148 0.821 161
2 12 2088 0.798 160
2 13 2075 0.811 160
2 14 2005 0.803 159
2 15 1808 0.763 158
2 16 1650 0.784 156
2 17 1487 0.762 157
2 18 1559 0.771 155
2 19 0 0.0 0
2 20 0 0.0 0
2 21 0 0.0 0
2 22 0 0.0 0
2 23 0 0.0 0
2 24 0 0.0 0
2 25 0 0.0 0
2 26 0 0.0 0
2 27 1349 0.75 153
2 28 1560 0.763 155
2 29 1500 0.76 155
2 30 1643 0.778 157
2 31 1708 0.781 156
2 32 1812 0.799 157
2 33 1943 0.784 157
2 34 2135 0.82 160
2 35 2061 0.8 157
2 36 2288 0.807 158
2 37 2327 0.818 161
2 38 2358 0.824 161
2 39 2636 0.846 162
2 40 2544 0.827 163
2 41 2578 0.845 164
2 42 2584 0.835 161
2 43 2703 0.835 161
2 44 2700 0.855 164
2 45 2742 0.842 161
2 46 2670 0.848 155
2 47 2843 0.844 155
2 48 2263 0.799 147
3 1 3100 0.836 156
3 2 2891 0.852 158
3 3 2105 0.849 157
3 4 2185 0.836 160
3 5 2526 0.848 163
3 6 2445 0.853 165
3 7 2351 0.858 167
3 8 2192 0.851 164
3 9 1914 0.827 157
3 10 2116 0.848 161
3 11 1964 0.815 160
3 12 1937 0.799 160
3 13 2054 0.81 163
3 14 1906 0.809 159
3 15 1672 0.789 159
3 16 1523 0.769 157
3 17 1527 0.758 159
3 18 1554 0.763 158
3 19 0 0.0 0
3 20 0 0.0 0
3 21 0 0.0 0
3 22 0 0.0 0
3 23 0 0.0 0
3 24 0 0.0 0
3 25 0 0.0 0
3 26 1443 0.739 156
3 27 1391 0.747 155
3 28 1574 0.772 157
3 29 1569 0.757 156
3 30 1757 0.774 161
3 31 1811 0.798 160
3 32 1835 0.795 161
3 33 1940 0.794 161
3 34 2103 0.811 161
3 35 2314 0.829 161
3 36 1465 0.809 157
3 37 1752 0.817 156
3 38 2115 0.806 165
3 39 2518 0.85 164
3 40 2320 0.829 163
3 41 2643 0.849 163
3 42 2428 0.86 164
3 43 2720 0.849 164
3 44 2628 0.861 164
3 45 2663 0.867 162
3 46 2843 0.863 160
3 47 2967 0.857 160
3 48 3156 0.752 152
4 1 3310 0.848 159
4 2 3057 0.873 163
4 3 2544 0.884 163
4 4 2400 0.873 164
4 5 2365 0.845 166
4 6 2437 0.852 167
4 7 2390 0.841 168
4 8 2092 0.802 165
4 9 1951 0.835 162
4 10 2286 0.858 162
4 11 2137 0.832 165
4 12 2252 0.822 165
4 13 2042 0.801 163
4 14 1781 0.793 159
4 15 1536 0.781 157
4 16 1671 0.778 158
4 17 1698 0.759 159
4 18 1644 0.781 155
4 19 0 0.0 0
4 20 0 0.0 0
4 21 0 0.0 0
4 22 0 0.0 0
4 23 0 0.0 0
4 24 0 0.0 0
4 25 0 0.0 0
4 26 0 0.0 0
4 27 1549 0.768 157
4 28 1500 0.763 158
4 29 1521 0.785 160
4 30 1693 0.785 162
4 31 1929 0.817 161
4 32 2231 0.824 166
4 33 2116 0.829 166
4 34 2115 0.81 162
4 35 2186 0.825 163
4 36 1653 0.844 160
4 37 1680 0.852 163
4 38 2269 0.846 166
4 39 2204 0.835 166
4 40 2435 0.839 165
4 41 2511 0.854 169
